sander_run,thinkie,0,421.65
sander_run,thinkie,1,440.51
sander_run,thinkie,2,412.60
sander_run,thinkie,3,411.12
sander_run,thinkie,4,412.68
sander_run,thinkie,5,412.72
sander_run,thinkie,6,437.32
sander_run,thinkie,7,431.35
sander_run,thinkie,8,411.10
sander_run,thinkie,9,412.53
sander_run,thinkie,10,412.36
sander_run,thinkie,11,412.59
sander_run,thinkie,12,411.37
sander_run,thinkie,13,411.18
sander_run,thinkie,14,413.28
sander_run,thinkie,15,411.53
sander_run,thinkie,16,410.72
sander_run,thinkie,17,410.62
sander_run,thinkie,18,412.98
sander_run,thinkie,19,413.71
sander_run,thinkie,20,412.52
sander_run,thinkie,21,418.96
sander_run,thinkie,22,412.50
sander_run,thinkie,23,411.36
sander_run,thinkie,24,412.08
sander_run,thinkie,25,411.83
sander_run,thinkie,26,412.28
sander_run,thinkie,27,410.74
sander_run,thinkie,28,412.18
sander_run,thinkie,29,412.85
sander_run,thinkie,30,411.82
sander_run,thinkie,31,411.93
sander_run,thinkie,32,412.68
sander_run,thinkie,33,422.56
sander_run,thinkie,34,412.44
sander_run,thinkie,35,411.43
sander_run,thinkie,36,410.82
sander_run,thinkie,37,411.69
sander_run,thinkie,38,412.07
sander_run,thinkie,39,411.50
sander_run,thinkie,40,412.00
sander_run,thinkie,41,411.47
sander_run,thinkie,42,411.57
sander_run,thinkie,43,412.73
sander_run,thinkie,44,411.22
sander_run,thinkie,45,412.20
sander_run,thinkie,46,412.23
sander_run,thinkie,47,411.84
sander_run,thinkie,48,411.98
sander_run,thinkie,49,413.34
sander_run,thinkie,50,412.89
sander_run,thinkie,51,412.82
sander_run,thinkie,52,412.15
sander_run,thinkie,53,412.81
sander_run,thinkie,54,412.60
sander_run,thinkie,55,410.64
sander_run,thinkie,56,410.96
sander_run,thinkie,57,411.79
sander_run,thinkie,58,418.34
sander_run,thinkie,59,411.11
sander_run,thinkie,60,413.08
sander_run,thinkie,61,434.18
sander_run,thinkie,62,411.96
sander_run,thinkie,63,411.37
sander_run,thinkie,64,427.15
sander_run,thinkie,65,413.36
sander_run,thinkie,66,413.97
sander_run,thinkie,67,420.90
sander_run,thinkie,68,426.81
sander_run,thinkie,69,441.05
